listing_id,neighborhood,building_type,condition,energy_rating,area_sqm,balcony_area_sqm,lot_size_sqm,bedrooms,bathrooms,living_rooms,floor,has_elevator,has_parking,has_ac,has_sea_view,distance_metro_km,distance_park_km,distance_center_km,noise_level_db,air_quality_index,monthly_hoa_fee,age_years,listing_year,description_length,rooms_total,price
980,Maltepe,apartment,fair,C,211.4,5.7,,5,1,2,3,1,0,0,1,1.0,1.28,6.16,51.7,54.0,371.0,55,2024,209,7,232867
19344,Besiktas,duplex,fair,A,262.3,8.5,160.7,4,3,2,23,1,1,1,1,0.2,2.11,2.0,57.1,78.0,53.0,11,2025,243,6,1299562
3820,Atasehir,apartment,good,B,283.7,10.2,0.0,2,4,2,1,0,1,1,1,1.03,0.37,4.06,56.3,,277.0,11,2025,116,4,611587
19514,Bakirkoy,apartment,fair,B,156.5,12.1,,3,3,2,11,0,0,0,1,2.32,0.94,2.8,46.6,89.0,45.0,10,2023,309,5,299356
17192,Fatih,apartment,fair,D,124.3,7.5,0.0,4,2,2,0,0,0,1,1,1.68,0.21,4.57,49.2,92.0,102.0,57,2023,310,6,185331
11400,Maltepe,residence,fair,C,213.0,8.2,0.0,3,3,2,11,1,1,0,0,4.14,0.42,1.99,61.6,81.0,58.0,31,2023,274,5,277107
1180,Sisli,duplex,fair,A,226.6,7.4,258.5,5,2,1,23,1,0,1,0,0.19,1.66,6.65,58.5,63.0,211.0,45,2024,185,7,459757
1019,Umraniye,duplex,poor,B,87.6,,0.0,1,1,1,0,1,0,0,1,1.39,,2.14,62.4,90.0,75.0,39,2023,385,2,94512
2956,Maltepe,apartment,good,B,125.3,3.5,0.0,3,3,2,4,1,1,1,1,0.64,0.79,0.5,50.4,84.0,268.0,51,2025,341,4,228523
10211,Sisli,apartment,good,C,148.5,11.2,0.0,2,1,2,11,1,0,0,1,0.43,1.66,3.17,55.5,50.0,485.0,7,2025,130,4,422745
18851,Bakirkoy,residence,fair,A,123.2,,0.0,4,3,2,4,0,1,0,1,1.53,0.76,2.17,50.6,87.0,182.0,0,2024,133,6,302181
13511,Fatih,residence,fair,C,114.4,9.1,0.0,6,2,2,13,0,1,0,0,0.76,0.25,1.2,62.3,79.0,205.0,24,2024,139,8,194356
2401,Umraniye,apartment,fair,B,147.6,12.4,0.0,6,4,2,15,0,0,1,0,1.82,0.18,3.83,59.0,80.0,567.0,49,2024,301,8,137936
6946,Atasehir,apartment,good,B,106.2,6.6,0.0,1,4,1,16,0,1,1,1,0.9,2.59,8.45,59.1,122.0,230.0,35,2025,31,3,214296
4647,Maltepe,apartment,fair,A,113.5,7.7,0.0,3,3,1,21,1,0,1,1,2.75,1.29,3.35,69.1,,112.0,41,2023,200,4,153010
17099,Umraniye,duplex,good,C,178.8,6.4,734.2,4,1,1,1,0,1,0,0,1.85,1.03,3.99,,84.0,54.0,42,2025,189,5,205283
14879,Kartal,apartment,fair,A,146.3,8.0,0.0,5,1,2,11,0,0,0,0,0.96,0.66,1.8,41.0,55.0,117.0,42,2024,210,7,157709
10831,Beyoglu,apartment,excellent,B,160.5,,0.0,3,1,2,0,0,0,0,1,0.44,0.38,4.63,72.7,132.0,,54,2023,300,5,271772
5426,Maltepe,apartment,fair,B,113.1,5.9,0.0,3,4,2,15,0,0,1,1,1.17,1.97,3.92,53.2,,56.0,24,2024,185,5,159093
950,Sisli,apartment,good,D,70.4,8.0,0.0,6,1,1,16,0,0,0,1,0.96,1.04,4.38,42.4,60.0,251.0,38,2025,172,7,190601
17164,Umraniye,duplex,fair,B,186.9,11.3,184.0,3,2,2,0,0,0,1,0,3.11,1.34,2.38,67.4,86.0,244.0,8,2023,195,5,225759
11300,Beyoglu,apartment,fair,B,90.8,8.7,0.0,3,2,2,23,1,1,1,1,1.08,3.22,1.04,56.1,98.0,141.0,27,2024,128,5,218875
5675,Maltepe,residence,good,A,125.2,13.8,0.0,1,4,2,2,1,0,1,1,1.7,0.85,3.19,55.3,72.0,150.0,30,2023,216,3,260578
10220,Maltepe,residence,poor,D,217.1,3.6,,2,3,1,8,1,0,1,0,1.28,,0.92,61.8,74.0,283.0,46,2023,261,3,217191
15726,Umraniye,residence,good,B,140.4,7.4,0.0,5,3,2,1,0,0,1,0,0.84,1.43,6.47,45.6,96.0,66.0,23,2024,120,8,171299
5605,Umraniye,residence,fair,C,182.3,4.4,0.0,5,2,1,4,0,1,0,0,1.75,0.72,0.5,,73.0,88.0,13,2024,212,6,437400
15541,Kartal,apartment,fair,B,167.9,,0.0,6,2,2,2,0,0,0,0,1.04,1.19,1.24,62.3,76.0,51.0,51,2025,103,8,175406
322,Kadikoy,apartment,fair,A,116.5,7.2,,3,4,1,3,1,1,1,0,0.97,0.8,2.27,57.1,104.0,174.0,11,2024,189,4,275114
12886,Kartal,apartment,fair,B,113.9,6.0,,6,1,1,23,0,1,1,1,0.78,3.17,2.32,60.1,90.0,429.0,22,2024,121,7,212854
16728,Atasehir,apartment,fair,C,162.9,8.6,0.0,3,2,1,4,1,1,1,1,0.8,1.99,0.84,40.0,124.0,273.0,57,2024,321,5,261840
8218,Kadikoy,detached,fair,B,88.6,5.9,233.8,6,1,1,1,0,0,0,0,2.91,0.81,1.04,65.3,83.0,423.0,2,2025,366,7,210917
17613,Maltepe,apartment,good,A,118.4,6.3,0.0,4,3,1,22,0,0,1,0,2.72,1.29,7.7,57.6,83.0,83.0,19,2024,249,5,138356
16604,Uskudar,apartment,good,A,191.3,3.5,,6,1,2,4,1,1,1,0,2.55,0.92,5.81,57.5,58.0,263.0,47,2025,91,8,307855
11156,Kartal,apartment,excellent,B,189.0,,0.0,6,4,1,0,0,1,0,0,2.52,2.36,1.01,51.3,63.0,189.0,19,2025,126,7,257494
7255,Atasehir,apartment,good,C,220.3,6.0,,5,1,1,18,1,0,1,0,0.58,0.44,0.5,49.8,82.0,313.0,40,2024,145,6,399483
10685,Kadikoy,residence,good,A,139.4,14.1,0.0,5,4,1,19,1,1,1,1,0.74,1.48,3.94,53.5,84.0,486.0,8,2024,193,6,522579
4360,Kartal,detached,fair,C,92.7,8.2,101.8,3,1,2,9,1,1,1,1,0.33,1.3,1.67,63.8,85.0,781.0,53,2024,140,5,148269
17537,Sisli,residence,excellent,C,173.4,9.0,,5,1,1,1,1,1,0,1,2.04,0.77,4.22,54.8,,36.0,3,2024,337,7,629359
949,Kartal,apartment,good,C,157.7,,,4,2,2,4,0,1,1,0,,1.3,2.75,68.3,67.0,84.0,15,2024,238,6,204897
9030,Uskudar,residence,fair,A,107.3,7.5,0.0,1,4,1,23,0,0,1,1,1.21,0.67,1.6,55.1,56.0,82.0,6,2025,248,2,223155
17593,Kadikoy,apartment,fair,B,100.2,7.1,0.0,3,1,1,1,1,0,0,1,3.24,2.97,0.75,58.1,93.0,85.0,38,2025,282,4,180372
14112,Beyoglu,detached,fair,C,111.0,8.7,,2,1,2,4,0,1,0,0,0.41,0.39,5.14,49.5,,392.0,15,2025,282,4,302331
10735,Fatih,apartment,fair,A,120.5,4.5,,5,4,2,7,1,1,0,1,3.16,2.04,1.87,55.0,124.0,208.0,8,2024,347,8,223112
5229,Sisli,residence,good,A,202.1,,0.0,5,4,2,20,1,1,1,1,3.2,1.61,0.76,46.6,,280.0,26,2025,296,7,689982
12066,Besiktas,apartment,good,A,129.6,3.3,0.0,6,3,2,19,0,0,0,1,1.49,0.86,4.72,71.3,71.0,182.0,12,2025,139,8,347843
8864,Beyoglu,apartment,fair,A,86.0,14.2,,2,2,1,13,1,1,0,0,2.51,1.08,11.31,50.6,73.0,136.0,20,2023,116,4,137379
4228,Umraniye,apartment,poor,B,228.4,,0.0,5,3,2,10,0,0,1,0,2.63,1.36,1.54,50.0,,251.0,58,2025,213,7,206355
10526,Uskudar,residence,poor,A,154.5,7.4,0.0,6,3,1,3,1,0,0,1,0.9,0.11,1.67,60.8,74.0,99.0,46,2025,153,8,313901
19702,Sisli,duplex,good,C,162.4,4.6,,2,4,1,12,0,1,1,1,,1.15,3.9,50.6,60.0,328.0,59,2025,129,3,348647
10323,Umraniye,duplex,fair,B,104.1,,0.0,5,4,1,21,1,1,1,0,1.25,2.58,4.78,57.9,66.0,164.0,16,2024,149,5,175321
11842,Kadikoy,residence,good,D,102.5,4.8,0.0,1,1,1,10,0,1,1,0,0.6,2.19,5.98,45.9,101.0,253.0,30,2025,159,2,183297
16565,Umraniye,apartment,fair,B,162.0,7.5,0.0,6,1,2,17,1,0,0,1,1.53,0.71,4.37,61.3,66.0,28.0,45,2023,305,8,200892
15786,Kartal,apartment,good,D,109.0,10.7,,5,4,1,12,1,1,1,0,,0.34,3.76,65.3,92.0,150.0,46,2024,380,6,106338
6394,Maltepe,duplex,fair,C,147.7,,89.3,6,2,1,8,0,0,1,0,,0.7,2.14,,79.0,165.0,11,2023,179,7,188422
5121,Maltepe,detached,good,B,104.8,10.8,,1,3,2,23,1,1,1,1,1.12,0.54,1.33,70.3,,300.0,17,2024,324,3,254794
17249,Maltepe,apartment,excellent,B,225.0,3.9,0.0,1,4,2,23,0,1,0,0,1.98,0.88,1.45,63.6,87.0,,9,2025,260,3,398516
11063,Umraniye,apartment,fair,B,115.5,7.5,,2,2,2,0,0,0,1,0,0.57,1.39,3.96,58.6,76.0,189.0,60,2024,294,4,72357
5240,Beyoglu,residence,poor,A,116.5,10.7,,6,2,1,19,0,0,1,1,0.68,0.93,5.0,54.5,82.0,44.0,14,2023,238,7,254006
8290,Atasehir,apartment,good,C,160.2,6.4,,5,3,1,11,1,1,0,0,3.77,1.21,3.02,63.7,88.0,176.0,34,2025,228,6,237488
15407,Atasehir,detached,good,C,158.9,7.9,,3,1,2,5,1,0,1,0,1.26,2.07,3.52,68.1,70.0,,51,2024,253,5,227007
17853,Fatih,duplex,poor,D,166.8,3.7,27.3,5,1,1,1,0,1,1,0,6.16,0.8,3.93,57.6,62.0,191.0,46,2023,265,6,179684
7392,Kartal,apartment,poor,A,116.0,,0.0,6,3,1,5,1,1,1,0,0.72,2.17,0.5,62.7,91.0,261.0,43,2024,108,7,106840
15112,Beyoglu,duplex,excellent,A,195.0,6.9,,4,4,2,10,1,0,1,0,0.45,2.29,5.77,56.1,,44.0,57,2024,174,6,435577
111,Maltepe,apartment,good,B,82.3,18.1,0.0,3,1,2,7,1,0,1,1,2.02,0.64,0.5,61.7,37.0,294.0,7,2024,125,5,134115
15459,Kadikoy,apartment,fair,A,117.9,16.4,0.0,6,1,1,5,1,0,1,0,,0.7,4.24,66.5,123.0,114.0,3,2024,373,7,234923
11891,Kartal,residence,good,B,125.7,7.7,,6,4,2,2,1,1,1,0,1.64,1.88,1.58,69.8,,127.0,23,2023,221,8,162601
4078,Kadikoy,apartment,excellent,C,70.0,10.9,,1,1,1,1,1,1,0,0,1.37,4.44,0.95,,97.0,418.0,50,2024,245,2,135886
17012,Kartal,residence,poor,C,195.3,10.1,,6,4,1,12,0,0,0,0,2.91,2.18,2.91,48.8,78.0,300.0,11,2025,183,7,275934
10584,Kartal,apartment,poor,B,88.3,4.5,0.0,6,2,2,19,1,0,0,1,1.19,2.81,4.15,48.9,74.0,389.0,25,2023,243,8,149612
6561,Bakirkoy,apartment,fair,C,214.4,7.3,0.0,3,1,2,7,1,1,1,0,1.02,0.46,5.46,60.1,111.0,76.0,34,2024,177,5,315435
8679,Sisli,apartment,fair,D,112.8,,,6,3,2,14,1,1,1,1,,0.9,2.63,51.9,106.0,150.0,4,2024,246,8,332188
10633,Kadikoy,residence,good,A,272.8,13.5,0.0,1,4,2,9,0,0,0,0,0.71,0.98,2.24,50.3,109.0,296.0,48,2025,236,3,464158
8438,Beyoglu,apartment,excellent,A,160.1,5.5,,3,1,1,11,1,1,0,0,1.61,1.82,2.33,48.3,67.0,958.0,28,2024,224,4,232139
5064,Fatih,apartment,excellent,C,77.5,8.7,0.0,6,4,2,7,1,1,0,0,0.64,0.23,1.26,57.4,70.0,31.0,29,2024,271,8,155023
12056,Sisli,loft,excellent,C,102.4,,0.0,3,2,1,0,1,1,1,0,0.6,1.71,4.2,60.2,77.0,326.0,45,2023,267,4,202625
96,Atasehir,apartment,fair,A,152.1,3.5,,5,2,1,17,0,1,1,0,0.4,0.36,6.28,48.6,,47.0,42,2025,246,6,237186
8590,Umraniye,apartment,good,C,111.3,3.9,,6,1,2,23,1,0,1,0,0.46,1.62,3.75,63.4,91.0,,27,2024,148,8,137305
19580,Sisli,residence,fair,,64.5,7.9,0.0,4,3,2,20,0,1,0,0,2.24,1.13,7.69,36.4,51.0,222.0,28,2025,347,6,121885
2612,Besiktas,apartment,poor,B,102.8,,0.0,5,3,2,16,0,0,1,1,0.23,0.87,2.8,56.0,77.0,8.0,50,2024,332,7,265378
14401,Bakirkoy,loft,good,C,141.3,,0.0,4,3,2,16,0,1,0,1,0.65,0.49,1.78,58.8,72.0,258.0,3,2025,179,6,421878
11710,Bakirkoy,residence,fair,B,177.2,8.0,,3,3,2,14,0,1,0,1,0.33,0.89,5.24,68.1,,103.0,9,2023,267,6,400719
18738,Sariyer,apartment,good,D,178.8,3.7,0.0,6,3,2,17,0,0,0,1,5.32,1.64,3.49,,,161.0,15,2025,181,8,620076
16157,Bakirkoy,detached,poor,C,179.1,4.6,,6,3,1,7,0,1,1,0,5.02,0.56,4.57,68.3,37.0,176.0,57,2024,94,7,292956
11974,Kadikoy,apartment,fair,D,80.6,14.6,,5,1,2,11,0,1,0,1,4.12,0.29,7.37,59.7,,346.0,41,2024,116,7,149928
5704,Sisli,apartment,fair,C,252.4,10.0,0.0,6,2,1,14,0,1,1,1,0.26,0.31,1.9,51.8,52.0,276.0,39,2025,118,7,364064
16697,Sisli,apartment,excellent,B,138.3,1.2,0.0,3,1,1,19,0,0,0,0,1.07,1.19,6.76,57.0,55.0,147.0,55,2025,351,4,239370
16342,Kadikoy,apartment,good,B,195.4,4.9,0.0,1,1,2,13,1,1,0,1,,0.53,2.89,59.4,53.0,16.0,26,2025,78,3,440401
9241,Bakirkoy,loft,fair,A,150.3,,,5,3,2,2,0,0,0,0,2.09,0.75,4.29,57.4,69.0,118.0,37,2024,142,7,125195
18838,Sisli,residence,poor,B,137.8,0.9,0.0,2,3,2,1,1,1,1,1,1.01,0.51,3.31,55.8,90.0,231.0,17,2024,104,4,294353
6743,Kadikoy,apartment,good,A,80.9,12.5,0.0,2,2,2,24,0,0,0,0,,1.9,4.51,66.2,62.0,221.0,49,2024,314,4,126640
11401,Kartal,apartment,fair,D,126.2,8.9,,1,2,2,15,0,1,0,0,1.7,0.23,6.38,55.0,73.0,345.0,43,2025,416,3,115883
4792,Maltepe,apartment,excellent,C,283.1,5.2,,4,4,1,8,0,0,1,1,1.24,0.76,4.75,,72.0,209.0,45,2024,123,4,466991
12955,Sariyer,apartment,fair,C,157.6,,,3,4,2,2,1,1,0,0,0.46,1.42,2.51,50.4,66.0,213.0,22,2025,283,5,458300
8086,Besiktas,residence,excellent,D,103.1,,0.0,3,3,1,8,1,1,1,0,1.22,0.58,1.94,56.9,71.0,52.0,53,2024,150,4,291173
320,Bakirkoy,apartment,fair,D,183.5,3.1,,1,1,1,0,1,0,1,1,,,4.91,59.1,60.0,38.0,6,2024,206,2,286667
10350,Fatih,duplex,poor,A,71.1,,230.1,2,1,2,0,0,0,0,1,1.2,0.91,1.78,63.7,72.0,,35,2024,189,4,102506
8528,Maltepe,apartment,good,D,136.1,11.1,,5,1,1,18,0,0,1,0,1.89,,0.92,62.9,64.0,166.0,26,2025,237,6,181325
5914,Besiktas,apartment,poor,B,104.5,14.0,,2,3,1,11,0,1,1,1,0.93,1.87,2.13,67.6,73.0,51.0,21,2025,208,3,293113
5615,Kartal,duplex,excellent,B,146.2,13.1,,6,4,2,10,0,1,1,1,2.22,0.78,4.21,59.5,53.0,273.0,21,2025,318,8,299159
19736,Sariyer,apartment,good,A,138.4,10.2,0.0,1,2,2,9,1,0,0,1,1.87,1.55,0.5,54.9,100.0,21.0,42,2024,210,3,410780
5494,Maltepe,residence,fair,C,110.4,7.6,,6,1,1,0,0,0,1,0,1.15,0.37,9.96,70.0,93.0,127.0,25,2024,236,7,107384
16204,Maltepe,duplex,good,C,285.3,,16.0,3,4,2,16,0,1,0,0,1.28,2.23,3.61,54.6,89.0,89.0,8,2024,252,5,621492
331,Beyoglu,duplex,fair,C,77.8,12.5,7.7,2,3,1,17,1,0,0,1,2.87,3.12,7.13,64.8,75.0,49.0,12,2024,110,3,241751
3117,Kadikoy,detached,fair,B,103.0,,,5,2,2,16,1,0,1,1,1.1,0.55,12.86,62.2,59.0,138.0,3,2024,297,7,321784
9403,Besiktas,detached,good,A,104.5,5.6,,4,2,1,20,1,0,0,1,2.88,0.59,9.17,49.0,112.0,238.0,30,2023,265,5,401260
3332,Umraniye,apartment,fair,B,108.0,9.0,,4,3,2,13,1,0,1,0,0.76,2.27,6.84,59.2,95.0,211.0,17,2023,187,6,135982
614,Fatih,residence,poor,D,156.9,,0.0,3,4,1,7,1,0,0,0,2.14,0.9,3.27,53.5,,273.0,50,2025,136,4,219268
15792,Umraniye,residence,good,A,101.7,5.8,0.0,2,2,1,15,1,0,1,0,1.47,0.57,2.37,55.7,87.0,586.0,3,2024,282,4,132908
15301,Sisli,apartment,fair,B,150.3,3.2,0.0,1,1,1,16,1,1,0,0,1.38,0.59,2.97,61.4,86.0,,21,2023,271,2,269057
9548,Sisli,apartment,good,B,118.5,7.9,0.0,6,1,2,7,0,1,0,1,0.08,0.63,5.49,54.8,103.0,503.0,30,2024,452,8,262755
14656,Beyoglu,apartment,excellent,C,134.7,8.1,0.0,3,1,2,12,0,1,1,1,0.11,0.56,13.38,64.1,92.0,157.0,29,2025,236,5,266890
6159,Sariyer,residence,excellent,B,96.7,0.8,0.0,1,4,1,20,0,0,0,0,1.42,1.57,1.86,51.9,,,21,2024,165,2,312933
18229,Besiktas,residence,good,B,195.1,9.7,,6,1,2,10,1,0,1,0,0.63,2.35,3.09,64.8,101.0,526.0,18,2024,303,8,557690
15582,Bakirkoy,apartment,good,A,137.8,,0.0,4,2,1,22,1,1,0,1,,1.08,16.83,59.7,97.0,64.0,33,2024,283,5,307254
9243,Kadikoy,apartment,good,,159.6,,0.0,4,3,1,21,0,0,0,1,2.22,0.24,4.37,65.8,92.0,109.0,29,2024,168,5,363346
11643,Maltepe,apartment,good,B,124.3,11.6,,3,2,1,17,1,1,0,0,1.65,0.63,4.52,57.5,44.0,41.0,11,2024,71,4,182530
10990,Sariyer,apartment,excellent,C,134.1,,,5,2,1,10,1,0,0,0,1.86,1.34,2.51,57.5,,78.0,0,2025,300,6,414325
8795,Atasehir,detached,poor,A,86.3,,186.3,4,2,1,10,0,1,0,1,0.78,0.63,3.22,60.1,104.0,456.0,41,2023,124,5,185876
13767,Sariyer,apartment,good,D,125.6,,0.0,1,3,2,13,0,0,1,1,2.09,0.08,3.76,56.1,69.0,49.0,38,2023,109,3,388799
7497,Bakirkoy,apartment,poor,C,75.3,,,6,2,2,23,1,1,0,0,1.11,1.21,1.25,58.1,49.0,255.0,41,2024,281,8,128391
18892,Umraniye,apartment,fair,C,146.9,2.5,0.0,1,3,1,22,1,0,0,0,3.77,,0.51,52.0,104.0,122.0,8,2024,250,2,175030
3465,Maltepe,residence,good,B,278.8,8.7,0.0,6,4,1,2,0,0,1,1,1.41,1.04,5.01,69.1,,115.0,42,2024,77,7,332903
14407,Sariyer,apartment,good,C,112.5,16.6,0.0,6,4,1,0,0,0,0,1,0.34,0.56,1.97,45.9,84.0,134.0,5,2025,241,7,394866
6901,Uskudar,apartment,fair,D,103.8,7.8,,1,3,2,4,1,1,1,0,3.35,0.19,6.14,49.7,101.0,517.0,36,2023,282,3,127387
7875,Kadikoy,residence,excellent,B,153.2,3.5,0.0,5,2,1,3,1,1,1,1,0.84,0.39,4.15,54.8,87.0,,33,2024,209,6,446649
6126,Besiktas,apartment,fair,B,111.2,,0.0,1,2,1,0,1,0,0,1,1.65,1.25,2.09,73.9,92.0,118.0,27,2025,307,2,258295
1279,Umraniye,apartment,fair,A,112.1,5.2,,3,2,2,4,0,1,0,1,0.84,,1.42,61.8,57.0,105.0,48,2025,171,5,130646
19329,Fatih,residence,good,B,115.0,4.7,,3,3,2,20,1,1,0,1,1.52,1.68,3.97,59.1,59.0,189.0,28,2024,175,5,229428
11681,Besiktas,loft,excellent,C,88.2,2.7,0.0,3,4,2,2,1,1,0,0,2.9,0.47,4.46,81.4,55.0,89.0,38,2024,132,5,280012
9978,Bakirkoy,apartment,fair,,63.5,12.6,0.0,3,4,1,19,1,1,0,0,1.87,1.52,0.87,67.8,89.0,156.0,36,2023,112,4,118743
11954,Umraniye,residence,excellent,C,71.8,11.2,0.0,1,2,1,2,1,0,0,1,1.16,1.01,9.04,52.9,88.0,130.0,49,2024,209,2,99887
6058,Beyoglu,loft,fair,C,108.7,4.3,,2,4,2,20,0,1,0,1,1.98,0.07,4.71,54.8,134.0,293.0,12,2025,97,4,277444
14437,Kartal,duplex,fair,A,82.9,7.8,,3,1,2,13,1,1,0,1,0.55,0.72,8.38,,111.0,32.0,20,2024,85,6,102124
15609,Fatih,apartment,poor,D,103.7,,0.0,5,4,2,12,0,0,1,1,0.16,1.39,2.47,,55.0,68.0,15,2025,272,7,209553
7019,Atasehir,apartment,poor,A,92.8,10.9,0.0,6,2,1,23,1,1,0,0,1.77,0.35,2.59,45.0,,24.0,12,2025,309,7,182693
5689,Kadikoy,apartment,fair,C,126.8,,0.0,6,1,1,13,0,0,0,0,1.82,1.14,2.69,50.5,97.0,,38,2024,146,7,199162
18285,Fatih,residence,good,A,154.0,7.7,0.0,1,1,2,2,0,1,0,1,0.93,0.58,0.5,49.9,75.0,100.0,13,2024,84,3,336251
52,Uskudar,loft,excellent,C,63.0,5.9,0.0,2,3,1,22,1,1,0,1,0.05,1.92,3.5,,46.0,293.0,57,2023,391,3,130741
8501,Kadikoy,apartment,fair,B,204.7,8.4,,3,3,1,15,1,1,1,0,0.95,1.22,7.22,59.2,78.0,216.0,37,2025,237,4,309579
93,Beyoglu,apartment,poor,D,149.1,,,5,2,1,19,0,0,1,1,1.65,0.99,0.5,61.9,81.0,,6,2024,178,6,293948
8219,Beyoglu,apartment,good,A,138.1,13.7,0.0,2,4,2,15,0,1,0,0,2.49,0.74,2.28,48.2,87.0,234.0,45,2024,217,4,253026
16224,Umraniye,residence,fair,A,128.4,1.5,0.0,1,1,1,15,0,1,0,1,1.11,1.9,9.75,73.3,95.0,135.0,28,2024,281,3,172889
4330,Beyoglu,apartment,good,C,163.8,4.3,,6,4,1,20,1,1,1,0,1.4,0.57,4.8,65.7,74.0,318.0,48,2025,309,8,289706
8605,Uskudar,apartment,fair,D,175.5,,,5,1,2,16,0,1,1,1,4.44,0.68,3.11,60.2,,225.0,19,2024,419,7,360211
11703,Sisli,apartment,fair,B,140.6,,0.0,6,1,1,0,0,1,1,1,1.16,0.27,2.86,66.2,71.0,159.0,7,2025,192,7,406770
19052,Sisli,apartment,good,B,170.4,,0.0,6,3,2,22,1,0,0,1,1.85,1.16,4.58,55.9,57.0,52.0,32,2024,175,8,387683
7445,Sariyer,residence,fair,B,105.6,0.9,0.0,5,1,1,22,1,0,1,0,2.79,0.21,0.87,52.5,100.0,,13,2024,292,6,377513
12915,Kadikoy,apartment,good,C,77.1,6.7,,5,4,2,21,1,0,1,1,0.45,2.44,1.67,50.4,109.0,272.0,58,2025,149,7,176798
8555,Maltepe,residence,fair,D,166.5,,0.0,3,1,1,11,0,1,1,1,1.56,0.95,2.83,67.8,65.0,256.0,28,2024,275,4,295837
9621,Uskudar,loft,good,D,122.0,10.2,0.0,3,2,1,0,0,0,0,1,2.93,1.5,7.11,55.2,74.0,610.0,5,2025,13,4,281883
13053,Sariyer,apartment,good,B,144.1,14.5,0.0,3,3,1,0,0,0,1,1,2.08,1.28,6.59,56.5,106.0,181.0,20,2024,252,4,438287
5341,Atasehir,residence,fair,B,129.2,,0.0,4,3,2,7,0,1,1,0,1.83,0.92,2.79,41.6,76.0,43.0,9,2024,235,6,297568
9617,Sariyer,residence,fair,A,92.1,9.0,0.0,5,1,1,11,1,0,1,1,0.07,0.37,0.5,62.4,71.0,177.0,11,2023,211,6,352647
18827,Sisli,apartment,good,D,135.0,4.1,0.0,6,1,2,2,1,1,1,0,0.55,1.33,5.08,66.5,67.0,430.0,23,2024,401,7,298791
7823,Kadikoy,apartment,poor,C,211.0,9.0,0.0,3,4,2,18,0,1,0,1,0.62,0.88,2.53,63.6,128.0,153.0,19,2024,174,5,554600
7972,Uskudar,apartment,fair,C,106.2,4.1,,3,1,1,7,0,1,1,0,2.91,3.02,2.31,80.8,111.0,52.0,10,2025,306,4,155800
3870,Kartal,apartment,good,D,164.8,12.0,0.0,1,4,2,11,0,1,1,1,0.65,2.63,8.32,65.8,105.0,235.0,7,2024,181,3,573174
9023,Bakirkoy,residence,fair,B,120.8,,0.0,3,3,1,22,0,1,1,1,0.78,0.76,2.8,74.1,107.0,139.0,16,2024,183,4,313737
9264,Umraniye,duplex,fair,B,86.1,10.1,0.0,3,3,2,10,1,1,0,0,0.21,0.95,2.74,50.8,95.0,,8,2024,156,6,143353
2594,Umraniye,detached,fair,D,178.1,3.9,,5,3,1,8,0,1,1,1,0.64,0.73,3.28,64.6,95.0,251.0,16,2024,251,6,430608
17374,Kadikoy,apartment,fair,B,156.6,7.5,0.0,6,2,1,16,1,0,0,0,0.56,1.18,4.64,56.2,113.0,39.0,52,2024,103,7,281980
10807,Maltepe,residence,poor,B,74.0,4.4,0.0,1,2,2,8,0,1,0,0,0.7,1.68,4.32,63.4,79.0,97.0,6,2024,229,3,103142
4527,Atasehir,apartment,poor,C,301.1,6.4,,4,2,2,14,0,0,1,1,2.82,0.1,1.11,58.2,53.0,4.0,14,2024,305,6,630564
8485,Sariyer,residence,good,A,102.1,,0.0,1,3,2,10,0,1,1,0,0.8,0.22,3.88,56.9,76.0,217.0,15,2025,72,3,225380
17419,Beyoglu,apartment,fair,D,229.7,6.6,0.0,4,3,2,7,1,1,1,1,2.26,2.61,0.5,45.9,,204.0,18,2024,347,6,433987
6051,Atasehir,detached,good,A,109.0,8.1,,2,4,1,0,0,1,1,1,1.21,0.47,1.03,46.7,99.0,251.0,44,2025,224,3,219172
8167,Bakirkoy,apartment,excellent,,195.8,,0.0,3,3,2,10,1,1,0,0,1.87,2.02,7.85,55.3,61.0,153.0,12,2024,164,5,406965
16643,Beyoglu,loft,poor,A,142.9,,,4,3,1,13,1,0,0,0,2.3,0.89,2.75,41.7,48.0,,15,2024,299,4,252950
6677,Fatih,detached,fair,B,213.4,13.8,,6,3,2,13,0,1,1,1,0.92,0.98,1.09,59.2,111.0,110.0,30,2023,260,8,525910
14774,Besiktas,loft,good,B,39.7,7.8,,5,2,2,4,0,1,1,0,0.97,0.54,1.43,59.4,94.0,189.0,26,2024,208,7,95970
14482,Kadikoy,detached,fair,C,68.7,,223.2,1,3,2,18,0,0,0,0,4.7,0.89,2.42,68.3,56.0,131.0,27,2024,200,3,112920
7637,Beyoglu,residence,excellent,B,178.4,,0.0,1,4,2,13,0,1,1,1,1.0,0.44,2.95,,,273.0,15,2024,448,3,532421
16990,Sisli,apartment,excellent,B,166.6,1.8,0.0,6,2,2,24,0,1,0,1,0.14,0.29,2.4,68.3,67.0,91.0,36,2024,224,8,1151063
574,Bakirkoy,residence,excellent,D,119.9,4.6,0.0,1,3,1,2,0,1,0,0,1.0,1.77,15.42,76.9,84.0,148.0,33,2024,249,2,206181
16938,Kadikoy,detached,poor,A,169.0,8.1,104.4,4,1,2,10,1,1,0,1,2.88,0.47,9.44,46.0,101.0,,3,2025,41,6,483507
6994,Kartal,apartment,good,B,102.7,15.3,,3,4,1,10,0,0,1,0,0.8,1.11,11.19,54.5,68.0,283.0,26,2023,228,4,155911
